data_dt,delta,cny_score,usd_score,jpy_score,eur_score
2014-05-07 00:00:00,16197,184,574,43,206
2014-05-08 00:00:00,16198,189,488,29,146
2014-05-09 00:00:00,16199,185,549,32,216
2014-05-10 00:00:00,16200,14,75,1,19
2014-05-11 00:00:00,16201,16,17,1,6
2014-05-12 00:00:00,16202,222,506,52,207
2014-05-13 00:00:00,16203,214,532,59,207
2014-05-14 00:00:00,16204,225,476,27,202
2014-05-15 00:00:00,16205,184,462,69,183
2014-05-16 00:00:00,16206,191,495,53,181
2014-05-17 00:00:00,16207,11,42,2,13
2014-05-18 00:00:00,16208,9,7,1,5
2014-05-19 00:00:00,16209,160,510,39,196
2014-05-20 00:00:00,16210,152,483,60,184
2014-05-21 00:00:00,16211,147,491,60,194
2014-05-22 00:00:00,16212,160,498,60,187
2014-05-23 00:00:00,16213,163,492,57,188
2014-05-24 00:00:00,16214,7,65,4,22
2014-05-25 00:00:00,16215,5,23,3,9
2014-05-26 00:00:00,16216,133,475,64,183
2014-05-27 00:00:00,16217,156,466,52,191
2014-05-28 00:00:00,16218,140,390,50,169
2014-05-29 00:00:00,16219,177,493,60,206
2014-05-30 00:00:00,16220,150,402,38,122
2014-05-31 00:00:00,16221,8,67,3,22
2014-06-01 00:00:00,16222,4,19,1,5
2014-06-02 00:00:00,16223,21,118,4,23
2014-06-03 00:00:00,16224,174,458,62,223
2014-06-04 00:00:00,16225,145,395,50,220
2014-06-05 00:00:00,16226,138,419,46,216
2014-06-06 00:00:00,16227,173,421,46,251
2014-06-07 00:00:00,16228,5,46,5,17
2014-06-08 00:00:00,16229,7,14,0,8
2014-06-09 00:00:00,16230,197,512,54,213
2014-06-10 00:00:00,16231,187,482,42,208
2014-06-11 00:00:00,16232,174,564,53,248
2014-06-12 00:00:00,16233,200,501,47,188
2014-06-13 00:00:00,16234,183,500,54,205
2014-06-14 00:00:00,16235,5,53,4,23
2014-06-15 00:00:00,16236,3,12,3,6
2014-06-16 00:00:00,16237,166,483,56,181
2014-06-17 00:00:00,16238,182,468,49,175
2014-06-18 00:00:00,16239,86,291,25,98
2014-06-19 00:00:00,16240,180,526,47,167
2014-06-20 00:00:00,16241,131,417,22,158
2014-06-21 00:00:00,16242,6,66,3,17
2014-06-22 00:00:00,16243,13,24,0,10
2014-06-23 00:00:00,16244,142,469,40,200
2014-06-24 00:00:00,16245,114,406,34,157
2014-06-25 00:00:00,16246,119,403,32,120
2014-06-26 00:00:00,16247,121,364,29,119
2014-06-27 00:00:00,16248,166,417,27,138
2014-06-28 00:00:00,16249,3,51,1,14
2014-06-29 00:00:00,16250,20,35,3,12
2014-06-30 00:00:00,16251,205,486,42,184
2014-07-01 00:00:00,16252,126,534,62,218
2014-07-02 00:00:00,16253,183,527,40,225
2014-07-03 00:00:00,16254,168,457,36,196
2014-07-04 00:00:00,16255,163,418,22,164
2014-07-05 00:00:00,16256,10,36,1,18
2014-07-06 00:00:00,16257,6,16,1,6
2014-07-07 00:00:00,16258,180,361,33,206
2014-07-08 00:00:00,16259,178,453,63,257
